SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTOCTYR,2023-10-23,1,1,76,76,,,2022-03-24,1,B,F,,Y,,,INDIANA,DAAHER,DAAHER,ARE U READY YET,ARE U READY YET,TANNERSMYMAN,TANNERSMYMAN,,,,,,,LEGACY BLOODSTOCK AGENT XXVII,,,,MIGUEL SILVA,,,,2000,,https://vimeo.com/876667903?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,77,77,,,2022-02-25,1,B,F,,Y,,,KY,STREET SENSE,STREET SENSE,AREYOUCOMINGHERE,AREYOUCOMINGHERE,BERNARDINI,BERNARDINI,,,,,,,PARAMOUNT SALES AGENT XIII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,78,78,,,2022-03-20,1,CH,C,,Y,,,NY,CATALINA CRUISER,CATALINA CRUISER,ARISTRA,ARISTRA,AFLEET ALEX,AFLEET ALEX,,,,,,,SEQUEL NEW YORK AGENT I,,,,CARLOS MORALES AGENT FOR   LARRY MEJIAS,,,,20000,,https://vimeo.com/876235517,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,79,79,,,2022-03-03,1,B,C,,Y,,,KY,INTO MISCHIEF,INTO MISCHIEF,ARRIFANA,ARRIFANA,CURLIN,CURLIN,,,,,,,GAINESWAY AGENT X,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,80,80,,,2022-02-20,1,CH,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,ARTEMUS KITTEN,ARTEMUS KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,,,,TAYLOR MADE SALES AGENCY AGENT XLV,,,,KADEN CLARY,,,,50000,,https://youtu.be/VLRqoOQRjZw,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,81,81,,,2022-04-20,1,B,C,,Y,,,INDIANA,BRODY'S CAUSE,BRODY'S CAUSE,ARTISTIC CHARM (GB),ARTISTIC CHARM (GB),DUTCH ART (GB),DUTCH ART (GB),,,,,,,LEGACY BLOODSTOCK AGENT XXVII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,82,82,,,2022-04-24,1,B,C,,Y,,,KY,BERNARDINI,BERNARDINI,ARTISTIC LIFE,ARTISTIC LIFE,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,DENALI STUD AGENT VIII,,,,KNOCKOUT THOROUGHBREDS,,,,18000,,https://vimeo.com/874534178?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,83,83,,,2022-02-26,1,GRR,F,,Y,,,KY,TAPWRIT,TAPWRIT,ARTISTIC QUALITY,ARTISTIC QUALITY,LEMON DROP KID,LEMON DROP KID,,,,,,,VINERY SALES AGENT X,,,,CHRIS MELTON,,,,3000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,84,84,,,2022-03-22,1,DKB,C,,Y,,,KY,WORLD OF TROUBLE,WORLD OF TROUBLE,ARTY'S SECRET,ARTY'S SECRET,SECRET CIRCLE,SECRET CIRCLE,,,,,,,BEAU LANE BLOODSTOCK AGENT FOR BEAU LANE,,,,NOT SOLD,,,,3000,,https://vimeo.com/876603347?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,85,85,,,2022-01-31,1,B,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,ASEELAH,ASEELAH,CANDY RIDE (ARG),CANDY RIDE (ARG),,,,,,,HUNTER VALLEY FARM AGENT,,,,LEGION BLOODSTOCK AGENT,,,,60000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,86,86,,,2022-03-10,1,CH,C,,Y,,,FL,JUSTIFY,JUSTIFY,ASHLEE'S LADY,ASHLEE'S LADY,GILDED TIME,GILDED TIME,,,,,,,PARAMOUNT SALES AGENT XXI,,,,RSB STABLE,,,,150000,,https://vimeo.com/876236916,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,87,87,,,2022-01-22,1,DKB,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,ASSAULT AND PEPPER,ASSAULT AND PEPPER,VIOLENCE,VIOLENCE,,,,,,,JONATHAN W. MEREDITH AGENT,,,,G J RACING,,,,3000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,88,88,,,2022-01-24,1,B,F,,Y,,,KY,CATHOLIC BOY,CATHOLIC BOY,ASTORIA KITTEN,ASTORIA KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,,,,RUNNYMEDE FARM LLC AGENT,,,,DUBB/ELKSTONE/FARR,,,,50000,,https://vimeo.com/876580942?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,89,89,,,2022-05-08,1,DKB,C,,Y,,,KY,NOT THIS TIME,NOT THIS TIME,ATHENA'S AEGIS (IRE),ATHENA'S AEGIS (IRE),ACCLAMATION (GB),ACCLAMATION (GB),,,,,,,WARRENDALE SALES AGENT XX,,,,NOT SOLD,,,,97000,,https://vimeo.com/872297506?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,90,90,,,2022-04-07,1,DKB,F,,Y,,,OHIO,CLOUD COMPUTING,CLOUD COMPUTING,ATLANTIC ZIP,ATLANTIC ZIP,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,,DANIEL & PATRICIA YATES,,,,CARAWAY RACING LLC,,,,14000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,91,91,,,2022-04-17,1,CH,C,,Y,,,KY,VOLATILE,VOLATILE,ATTEMPT TO NAME,ATTEMPT TO NAME,CONSOLIDATOR,CONSOLIDATOR,,,,,,,WYNNSTAY SALES AGENT,,,,MATHEW ROBERT,,,,160000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,92,92,,,2022-02-20,1,DKB,F,,Y,,,FL,GIRVIN,GIRVIN,AUNT TINSEY,AUNT TINSEY,UNCLE MO,UNCLE MO,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,DJ STABLE,,,,50000,,https://youtu.be/ohhzk8X3auI,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,93,93,,,2022-03-11,1,B,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,AUSPICIOUSLY,AUSPICIOUSLY,MALIBU MOON,MALIBU MOON,,,,,,,HIGHGATE SALES AGENT FOR HREH ET AL RAISED AT SPRINGHILL EQUINE,,,,BULLITT BLOODSTOCK,,,,62000,,https://vimeo.com/875977065,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,94,94,,,2022-02-05,1,DKB,F,,Y,,,KY,CONSTITUTION,CONSTITUTION,AUTONOMIC,AUTONOMIC,HARD SPUN,HARD SPUN,,,,,,,MILL RIDGE SALES AGENT X,,,,NOT SOLD,,,,70000,,https://vimeo.com/875821740,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,95,95,,,2022-04-17,1,B,C,,Y,,,KY,LOOKIN AT LUCKY,LOOKIN AT LUCKY,AVIDDIVA,AVIDDIVA,WILKO,WILKO,,,,,,,DIXIANA FARMS LLC AGENT,,,,ROBERT WEBB,,,,8000,,https://youtu.be/SlIjH_u6clE,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,96,96,,,2022-05-05,1,B,C,,Y,,,KY,INSTAGRAND,INSTAGRAND,AVIE'S TALE,AVIE'S TALE,TALE OF THE CAT,TALE OF THE CAT,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT X,,,,S.R.O.A (K.O.I.D.),,,,12000,,https://vimeo.com/875977015?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,97,97,,,2022-03-14,1,DKB,F,,Y,,,KY,SHANCELOT,SHANCELOT,AVOREE NOEL,AVOREE NOEL,LION TAMER,LION TAMER,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT II,,,,NOT SOLD,,,,13000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,98,98,,,2022-04-03,1,CH,F,,Y,,,KY,TOM'S D'ETAT,TOM'S D'ETAT,AWESOME ELVERA,AWESOME ELVERA,AWESOME AGAIN,AWESOME AGAIN,,,,,,,LEGACY BLOODSTOCK AGENT XXII,,,,FRANCISCO LOZA CANO,,,,1000,,https://vimeo.com/876667984?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,99,99,,,2022-03-26,1,DKB,F,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,AWESOME FIGURE,AWESOME FIGURE,PAYNTER,PAYNTER,,,,,,,MULHOLLAND FARM,,,,GORTROE EQUINE,,,,45000,,https://vimeo.com/874531173?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,100,100,,,2022-04-29,1,CH,F,,Y,,,KY,COLLECTED,COLLECTED,AWESOME MARY,AWESOME MARY,AWESOME AGAIN,AWESOME AGAIN,,,,,,,BEAU LANE BLOODSTOCK AGENT FOR BEAU LANE,,,,NOT SOLD,,,,19000,,https://vimeo.com/876603148?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,101,101,,,2022-03-27,1,CH,C,,Y,,,NY,AUTHENTIC,AUTHENTIC,AWESOME PRAYER,AWESOME PRAYER,AWESOME AGAIN,AWESOME AGAIN,,,,,,,STUART MORRIS AGENT IV,,,,OUT,,,,0,,https://vimeo.com/876183510?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,102,102,,,2022-04-03,1,DKB,F,,Y,,,INDIANA,PASS RUSH,PASS RUSH,AWESOME PRINCESS,AWESOME PRINCESS,AWESOME AGAIN,AWESOME AGAIN,,,,,,,HERMITAGE FARM AGENT,,,,NOT SOLD,,,,1000,,https://vimeo.com/875362520,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,103,103,,,2022-04-22,1,B,C,,Y,,,KY,SKY MESA,SKY MESA,AWESOMETASTIC,AWESOMETASTIC,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,EATON SALES AGENT,,,,S.R.O.A (K.O.I.D.),,,,24000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,104,104,,,2022-02-21,1,GRR,C,,Y,,,KY,MOHAYMEN,MOHAYMEN,AZAAHEER,AZAAHEER,UNION RAGS,UNION RAGS,,,,,,,NICKY DRION THOROUGHBREDS AGENT I,,,,ALK STABLES,,,,7000,,https://vimeo.com/876320098?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,105,105,,,2022-02-03,1,B,C,,Y,,,ON,PRACTICAL JOKE,PRACTICAL JOKE,BABY ECLAIR,BABY ECLAIR,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,FOUNDATIONS FARM,,,,NOT SOLD,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,106,106,,,2022-03-23,1,CH,C,,Y,,,KY,IMPROBABLE,IMPROBABLE,BACHATA,BACHATA,KINGMAMBO,KINGMAMBO,,,,,,,PARAMOUNT SALES AGENT XLIII,,,,KENNETH MCPEEK AGENT,,,,100000,,https://vimeo.com/875918301?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,107,107,,,2022-02-10,1,DKB,C,,Y,,,KY,VEKOMA,VEKOMA,BAGH OF JEWELZ,BAGH OF JEWELZ,A.P. INDY,A.P. INDY,,,,,,,BROOKDALE SALES AGENT,,,,DJ STABLE,,,,30000,,https://vimeo.com/876733915?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,108,108,,,2022-03-16,1,B,C,,Y,,,KY,UNIFIED,UNIFIED,BALBINA,BALBINA,LEMON DROP KID,LEMON DROP KID,,,,,,,DOUBLE R CONSIGNMENT,,,,NOT SOLD,,,,9500,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,109,109,,,2022-05-14,1,B,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,BALLETTE (IRE),BALLETTE (IRE),GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,EATON SALES AGENT,,,,HARLEY BLOODSTOCK,,,,60000,,https://vimeo.com/876581109?share=copy,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,110,110,,,2022-06-03,1,B,C,,Y,,,LA,TWIRLING CANDY,TWIRLING CANDY,BAMA MO,BAMA MO,UNCLE MO,UNCLE MO,,,,,,,LANE'S END AGENT FOR COTEAU GROVE FARMS,,,,NOT SOLD,,,,85000,,https://vimeo.com/876769899,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,111,111,,,2022-04-13,1,B,C,,Y,,,NY,FOG OF WAR,FOG OF WAR,BAMBOISELLE (IRE),BAMBOISELLE (IRE),MUHTATHIR (GB),MUHTATHIR (GB),,,,,,,CLAIBORNE FARM AGENT,,,,OUT,,,,0,,https://vimeo.com/876247700?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,112,112,,,2022-05-07,1,DKB,C,,Y,,,KY,UNIFIED,UNIFIED,BAMBOLA DI PEZZA,BAMBOLA DI PEZZA,EMPIRE MAKER,EMPIRE MAKER,,,,,,,BLACKBURN FARM AGENT,,,,NOT SOLD,,,,8000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,113,113,,,2022-05-04,1,CH,C,,Y,,,KY,KITTEN'S JOY,KITTEN'S JOY,BAMBOLINA,BAMBOLINA,WAR CHANT,WAR CHANT,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,PEG INVESTMENTS,,,,40000,,https://vimeo.com/874435326,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,114,114,,,2022-02-22,1,DKB,C,,Y,,,INDIANA,MIDNIGHT STORM,MIDNIGHT STORM,BAND OF AMBER,BAND OF AMBER,GHOSTZAPPER,GHOSTZAPPER,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXIV,,,,S.R.O.A (K.O.I.D.),,,,16000,,https://youtu.be/DI97l-UdnSo,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,115,115,,,2022-03-16,1,B,F,,Y,,,ON,MACLEAN'S MUSIC,MACLEAN'S MUSIC,BANGA RIDGE,BANGA RIDGE,SNOW RIDGE,SNOW RIDGE,,,,,,,CARA BLOODSTOCK (BERNARD MCCORMACK) AGENT II,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,116,116,,,2022-01-13,1,DKB,F,,Y,,,KY,WEST COAST,WEST COAST,BARBADOLLA,BARBADOLLA,STREET SENSE,STREET SENSE,,,,,,,VINERY SALES AGENT XL,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,117,117,,,2022-03-20,1,GRR,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,BASAATA,BASAATA,DIXIELAND BAND,DIXIELAND BAND,,,,,,,SHAWHAN PLACE LLC AGENT IV,,,,MWG LLC,,,,85000,,https://vimeo.com/875977524?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,118,118,,,2022-05-10,1,B,C,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,BAY FINN,BAY FINN,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,WARRENDALE SALES AGENT XVI,,,,NOT SOLD,,,,85000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,119,119,,,2022-03-08,1,B,F,,Y,,,KY,GOOD MAGIC,GOOD MAGIC,BEACH WALTZ,BEACH WALTZ,TREASURE BEACH (GB),TREASURE BEACH (GB),,,,,,,PARAMOUNT SALES AGENT XXVII,,,,OUT,,,,0,,https://vimeo.com/876750754?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,120,120,,,2022-04-13,1,B,F,,Y,,,KY,PRESERVATIONIST,PRESERVATIONIST,BEAR IT,BEAR IT,MAJESTICPERFECTION,MAJESTICPERFECTION,,,,,,,AIRDRIE STUD RAISED & OFFERED,,,,FRANCISCO LOZA CANO,,,,1000,,https://vimeo.com/873882737,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,121,121,,,2022-04-10,1,B,F,,Y,,,KY,HIGHER POWER,HIGHER POWER,BEAR ON THE RUN,BEAR ON THE RUN,EMPIRE MAKER,EMPIRE MAKER,,,,,,,LEGACY BLOODSTOCK AGENT II,,,,JOHN SERVIS AGENT,,,,15000,,https://vimeo.com/876668025?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,122,122,,,2022-04-27,1,B,C,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,BEAUTIFUL BECCA,BEAUTIFUL BECCA,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXI,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,123,123,,,2022-04-26,1,CH,F,,Y,,,KY,FLAMEAWAY,FLAMEAWAY,BEAUTIFUL MEMORIES,BEAUTIFUL MEMORIES,HARD SPUN,HARD SPUN,,,,,,,DARBY DAN FARM AGENT I,,,,KINDRED THOROUGHBREDS LLC,,,,15000,,https://vimeo.com/876230246?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,124,124,,,2022-05-09,1,DKB,F,,Y,,,FL,SEEKING THE SOUL,SEEKING THE SOUL,BEAUTIFUL TALE,BEAUTIFUL TALE,TALE OF THE CAT,TALE OF THE CAT,,,,,,,HUNTER VALLEY FARM AGENT,,,,NOT SOLD,,,,1500,,https://vimeo.com/876204276?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,125,125,,,2022-02-11,1,CH,F,,Y,,,OHIO,CINCO CHARLIE,CINCO CHARLIE,BEAUTIFUL WIFE,BEAUTIFUL WIFE,TO HONOR AND SERVE,TO HONOR AND SERVE,,,,,,,PARAMOUNT SALES AGENT II,,,,PAUL MAGEE,,,,5000,,https://vimeo.com/876684075?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,126,126,,,2022-04-25,1,B,C,,Y,,,KY,MIDNIGHT LUTE,MIDNIGHT LUTE,BEAUTY N BALANCE,BEAUTY N BALANCE,LOOKIN AT LUCKY,LOOKIN AT LUCKY,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,JOSE MUNOZ,,,,20000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,127,127,,,2022-05-08,1,CH,F,,Y,,,KY,FLAMEAWAY,FLAMEAWAY,BEAUTY STAR,BEAUTY STAR,SKY MESA,SKY MESA,,,,,,,DARBY DAN FARM AGENT I,,,,GRASSROOTS TRN & SALES LLC,,,,15000,,https://vimeo.com/876230118?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,128,128,,,2022-03-03,1,B,C,,Y,,,KY,OUTWORK,OUTWORK,BEBINN,BEBINN,BERNARDINI,BERNARDINI,,,,,,,MULHOLLAND FARM,,,,SULIMAN BLOODSTOCK,,,,15000,,https://vimeo.com/874531065?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,129,129,,,2022-02-11,1,B,C,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,BEHIND THE LINES,BEHIND THE LINES,MUNNINGS,MUNNINGS,,,,,,,MIKELLE FARM AGENT,,,,NOT SOLD,,,,24000,,https://vimeo.com/876775115?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,130,130,,,2022-05-13,1,DKB,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,BELIEVE AGAIN,BELIEVE AGAIN,AWESOME AGAIN,AWESOME AGAIN,,,,,,,MIKELLE FARM AGENT,,,,NICK ESLER AGENT,,,,32000,,https://vimeo.com/876775029?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,131,131,,,2022-04-30,1,DKB,F,,Y,,,KY,CLOUD COMPUTING,CLOUD COMPUTING,BELLA CARDONA,BELLA CARDONA,BERTRANDO,BERTRANDO,,,,,,,TRACKSIDE FARM (TOM EVANS) AGENT III,,,,JAMES BUTCHER,,,,2000,,https://vimeo.com/876320380?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,132,132,,,2022-05-06,1,B,C,,Y,,,NY,YOSHIDA (JPN),YOSHIDA (JPN),BELLADONNIA,BELLADONNIA,BAYERN,BAYERN,,,,,,,GREENFIELD FARMS AGENT I,,,,FRANCISCO LOZA CANO,,,,1000,,https://vimeo.com/873187968?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,133,133,,,2022-04-03,1,B,C,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,BELLAZZERIA,BELLAZZERIA,HENNY HUGHES,HENNY HUGHES,,,,,,,FOUR STAR SALES AGENT,,,,OUT,,,,0,,https://vimeo.com/876950411?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,134,134,,,2022-04-22,1,B,C,,Y,,,KY,MCKINZIE,MCKINZIE,BELLE'S FINALE,BELLE'S FINALE,GHOSTZAPPER,GHOSTZAPPER,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXXI,,,,WYCOMBE HOUSE STUD,,,,200000,,https://youtu.be/E3sTDZGnBTU,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,135,135,,,2022-05-04,1,B,C,,Y,,,KY,WAR OF WILL,WAR OF WILL,BELLEZZA ROSSO,BELLEZZA ROSSO,TAPIT,TAPIT,,,,,,,WARRENDALE SALES AGENT V,,,,E G R,,,,80000,,https://youtu.be/AJXkjH7BimI,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,136,136,,,2022-03-04,1,DKB,C,,Y,,,KY,LAOBAN,LAOBAN,BELLUCCI,BELLUCCI,AMERICAN PHAROAH,AMERICAN PHAROAH,,,,,,,WARRENDALE SALES AGENT XII,,,,OUT,,,,0,,https://vimeo.com/874408551?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,137,137,,,2022-04-27,1,DKB,C,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,BEMUS POINT,BEMUS POINT,BERNARDINI,BERNARDINI,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,S.R.O.A (K.O.I.D.),,,,27000,,https://vimeo.com/876609396?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,138,138,,,2022-04-23,1,B,F,,Y,,,KY,OUTWORK,OUTWORK,BERTIE'S IMAGE,BERTIE'S IMAGE,READY'S IMAGE,READY'S IMAGE,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,NOT SOLD,,,,14000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,139,139,,,2022-04-22,1,B,C,,Y,,,KY,WAR OF WILL,WAR OF WILL,BERT'S ALTARCATION,BERT'S ALTARCATION,BERTRANDO,BERTRANDO,,,,,,,LANE'S END AGENT,,,,JOHN FOX,,,,14000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,140,140,,,2022-03-07,1,CH,F,,Y,,,KY,AUDIBLE,AUDIBLE,BE SMART,BE SMART,SMARTY JONES,SMARTY JONES,,,,,,,ST GEORGE SALES AGENT XX,,,,RICHARD PERKINS,,,,27000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,141,141,,,2022-03-31,1,DKB,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,BEST PRESENT EVER,BEST PRESENT EVER,UNUSUAL HEAT,UNUSUAL HEAT,,,,,,,GAINESWAY AGENT XI,,,,FRANCISCO LOZA CANO,,,,1000,,https://vimeo.com/876605800/200687fa0f?ts=0&share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,142,142,,,2022-02-27,1,B,F,,Y,,,KY,GOOD SAMARITAN,GOOD SAMARITAN,BETTER AGAIN,BETTER AGAIN,THUNDER GULCH,THUNDER GULCH,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,NOT SOLD,,,,22000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,143,143,,,2022-04-28,1,B,F,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,BID IT UP,BID IT UP,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,,FOUR STAR SALES AGENT,,,,CHRIS MELTON,,,,10000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,144,144,,,2022-04-04,1,DKB,F,,Y,,,KY,TOM'S D'ETAT,TOM'S D'ETAT,BID N ASK,BID N ASK,MUNNINGS,MUNNINGS,,,,,,,VINERY SALES AGENT XXXI,,,,CHERRY RUN FARM,,,,2000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,145,145,,,2022-04-30,1,B,F,,Y,,,KY,NYQUIST,NYQUIST,BIG BIRTHDAY,BIG BIRTHDAY,MINESHAFT,MINESHAFT,,,,,,,LANE'S END AGENT,,,,SAM AGUIAR,,,,10000,,https://vimeo.com/875114899?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,146,146,,,2022-05-09,1,CH,C,,Y,,,KY,JUSTIFY,JUSTIFY,BIG MEESH (IRE),BIG MEESH (IRE),HIGH CHAPARRAL (IRE),HIGH CHAPARRAL (IRE),,,,,,,BALLYSAX BLOODSTOCK AGENT FOR GRANTLEY ACRES,,,,NOT SOLD,,,,255000,,https://vimeo.com/876418230,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,147,147,,,2022-03-06,1,DKB,C,,Y,,,KY,ARMY MULE,ARMY MULE,BIG ROSE,BIG ROSE,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,MACHMER HALL SALES AGENT FOR MACHMER HALL ET AL III,,,,BLUE CORNER,,,,50000,,https://vimeo.com/876662112?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,148,148,,,2022-04-16,1,B,F,,Y,,,KY,BAYERN,BAYERN,BIG TIME GIRL,BIG TIME GIRL,REFORMER RALLY,REFORMER RALLY,,,,,,,HUNTER VALLEY FARM AGENT,,,,K.O.I.D.,,,,14000,,https://www.youtube.com/watch?v=zcbQ6NzqlEo,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,149,149,,,2022-03-12,1,CH,C,,Y,,,KY,VOLATILE,VOLATILE,BIRKIN BAG (BRZ),BIRKIN BAG (BRZ),ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LI,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,150,150,,,2022-01-21,1,DKB,C,,Y,,,NY,MORE THAN READY,MORE THAN READY,BITACORA,BITACORA,DOMINUS,DOMINUS,,,,,,,STUART MORRIS AGENT FOR HIGHCLERE,,,,NOT SOLD,,,,105000,,https://vimeo.com/876705156,,,T,2022
